Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Time_taken(min),DeliveryDistance,OrderTime,Weatherconditions_Fog,Weatherconditions_Sandstorms,Weatherconditions_Stormy,Weatherconditions_Sunny,Weatherconditions_Windy,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_scooter,City_Urban,Order_Day_Monday,Order_Day_Saturday,Order_Day_Sunday,Order_Day_Thursday,Order_Day_Tuesday,Order_Day_Wednesday,TypeOfMeal_Dinner,TypeOfMeal_Launch
20.0,4.9,1.0,0.0,14.0,5.959032639455132,12,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
30.0,4.9,2.0,1.0,34.0,7.772430463817006,19,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
23.0,4.8,2.0,0.0,24.0,8.938093974529659,23,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
28.0,4.8,0.0,0.0,15.0,17.077821017428217,22,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30.0,5.0,2.0,1.0,25.0,7.762092914972131,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
25.0,4.8,2.0,1.0,14.0,8.95254860446834,22,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0
37.0,4.7,1.0,1.0,18.0,7.862668167410368,23,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
28.0,4.6,1.0,1.0,11.0,8.953146585642822,21,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
25.0,4.7,1.0,0.0,19.0,10.641925519430906,19,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
27.0,4.7,1.0,1.0,15.0,3.1161284905751767,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
35.0,4.6,2.0,0.0,23.0,14.15280068944862,17,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
21.0,4.8,1.0,0.0,13.0,9.348114492435204,19,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
24.0,4.9,2.0,0.0,24.0,16.635223376952894,17,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
22.0,4.6,0.0,1.0,23.0,16.385802266862363,22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
38.0,4.9,2.0,1.0,29.0,7.562364213495182,18,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
27.0,4.1,0.0,0.0,22.0,4.61013388745304,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26.0,4.5,2.0,0.0,19.0,4.395289295392326,20,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
21.0,4.8,2.0,0.0,13.0,3.108902919167669,8,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
32.0,4.5,0.0,1.0,28.0,3.1162037143241816,9,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
35.0,4.6,1.0,0.0,21.0,4.494291162003691,23,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29.0,4.9,0.0,1.0,29.0,12.243495934751566,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,4.5,2.0,1.0,27.0,4.656788095043528,21,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
31.0,4.9,0.0,1.0,30.0,6.037529176542944,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20.0,4.8,2.0,1.0,20.0,6.208803959900656,16,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
39.0,4.8,2.0,1.0,29.0,6.128501214161833,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
33.0,4.9,1.0,1.0,26.0,7.683892680377846,23,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
28.0,4.8,2.0,1.0,18.0,7.683744768651806,19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
22.0,4.9,1.0,1.0,25.0,9.080676816811252,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34.0,4.7,0.0,3.0,44.0,1.5368285452421355,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26.0,4.8,1.0,1.0,26.0,4.656902198105632,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
21.0,4.9,0.0,1.0,38.0,17.138041435509773,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
22.0,4.9,0.0,0.0,12.0,9.055364789945758,18,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
30.0,4.7,1.0,1.0,29.0,4.658255524232583,23,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23.0,4.7,2.0,1.0,38.0,19.36320422209724,21,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
33.0,4.2,0.0,1.0,33.0,1.5524171512663978,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.0,4.3,2.0,1.0,35.0,17.097997931301858,18,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
29.0,5.0,1.0,1.0,20.0,9.055855161965688,19,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
36.0,4.9,0.0,0.0,21.0,1.5526496306640611,8,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27.0,5.0,0.0,1.0,26.0,6.210169290102345,16,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
30.0,4.9,1.0,1.0,34.0,9.348128423503685,20,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
39.0,4.1,1.0,1.0,32.0,7.772343594464188,22,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
33.0,4.9,0.0,1.0,21.0,3.064463855836048,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.0,4.9,1.0,1.0,29.0,14.15280068944862,23,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31.0,4.8,2.0,1.0,18.0,9.1921191213112,18,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
24.0,4.5,2.0,0.0,25.0,17.09765154986503,17,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
21.0,5.0,1.0,0.0,18.0,10.756770071391678,21,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
27.0,4.6,1.0,0.0,18.0,3.0201424289664303,10,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38.0,4.7,1.0,1.0,29.0,7.490064599571083,22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
31.0,4.8,0.0,1.0,21.0,3.108902629159079,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,5.0,1.0,1.0,19.0,7.660582694185124,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
39.0,4.8,0.0,1.0,39.0,4.537543599594834,19,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
29.0,4.9,1.0,1.0,15.0,7.573225613488835,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
30.0,5.0,2.0,0.0,17.0,1.5368199501610624,9,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
34.0,4.6,2.0,1.0,29.0,3.1046320933509697,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36.0,4.3,0.0,1.0,44.0,19.912967189287773,21,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
34.0,5.0,1.0,1.0,26.0,9.435201537430713,20,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
29.0,4.7,1.0,1.0,14.0,9.177484636525882,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
37.0,4.8,2.0,1.0,35.0,19.9162748997968,21,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
22.0,4.4,0.0,1.0,27.0,9.08772032809206,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27.0,4.1,1.0,1.0,32.0,12.162424445776676,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.0,4.4,0.0,1.0,40.0,9.220418694557548,20,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
26.0,4.5,2.0,1.0,23.0,10.75550295962129,23,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
38.0,4.9,2.0,1.0,18.0,6.290134677634678,16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
21.0,4.6,0.0,1.0,23.0,3.145067434621583,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,4.7,1.0,0.0,24.0,6.0500849919957504,14,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
21.0,4.7,2.0,1.0,14.0,7.760937776419154,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,5.0,0.0,2.0,41.0,11.748735630962296,17,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
29.0,4.6,1.0,1.0,16.0,19.7623884808634,23,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
32.0,4.5,1.0,0.0,37.0,13.610824622426309,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20.0,4.5,2.0,1.0,24.0,7.683697910285141,18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0,4.6,2.0,1.0,14.0,4.5374004790919935,20,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
23.0,4.7,2.0,0.0,38.0,12.16211593670245,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
32.0,4.9,0.0,1.0,25.0,1.5580739318109509,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
33.0,4.0,2.0,1.0,35.0,9.313449926160224,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36.0,4.3,2.0,2.0,39.0,6.242510272008099,12,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
35.0,3.7,2.0,0.0,31.0,19.88298786811295,21,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
38.0,4.3,2.0,1.0,37.0,1.5525629397905474,11,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
38.0,4.9,0.0,1.0,47.0,7.648322354566716,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
37.0,4.4,0.0,1.0,44.0,19.61873934880106,23,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
32.0,4.6,0.0,0.0,24.0,4.657568579194856,22,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
38.0,4.6,2.0,1.0,15.0,8.937788557677608,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
34.0,4.9,0.0,1.0,40.0,14.15280068944862,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
33.0,4.5,2.0,0.0,28.0,12.256687342592544,22,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
20.0,5.0,2.0,1.0,28.0,17.138077427627362,22,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
20.0,4.8,0.0,1.0,20.0,5.958756242189132,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
32.0,4.8,2.0,1.0,27.0,7.862668167410368,22,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
26.0,4.7,1.0,0.0,10.0,6.290134677634678,14,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
36.0,4.7,2.0,1.0,25.0,11.91660643888762,19,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
21.0,5.0,2.0,1.0,18.0,13.896406271445391,22,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
29.0,4.6,0.0,0.0,32.0,10.707675026485887,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
33.0,4.6,2.0,0.0,21.0,19.97462742500754,23,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31.0,4.7,1.0,1.0,18.0,4.5966320417596735,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
32.0,4.8,1.0,1.0,30.0,4.527917012951369,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
39.0,4.5,1.0,1.0,19.0,3.0643988720550097,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22.0,4.9,2.0,1.0,30.0,1.5367515001851495,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
28.0,4.9,1.0,1.0,31.0,12.463883024166927,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
32.0,4.6,2.0,1.0,25.0,2.9844980913133248,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
39.0,4.8,0.0,1.0,38.0,13.973727486522742,19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
38.0,4.7,2.0,1.0,30.0,9.074628631820476,21,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
32.0,4.6,0.0,1.0,37.0,10.707006464770876,17,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
37.0,4.8,0.0,1.0,27.0,30.990404110621853,22,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33.0,4.9,2.0,1.0,29.0,7.71945484665452,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
29.0,4.7,0.0,2.0,39.0,6.210137965623703,13,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
29.0,4.5,0.0,0.0,24.0,13.651807312224143,22,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
27.0,4.8,2.0,0.0,19.0,7.546712474612291,19,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
28.0,4.9,2.0,0.0,17.0,7.562921044749852,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
27.0,4.9,2.0,1.0,22.0,17.29786575291325,19,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
31.0,4.8,1.0,0.0,11.0,1.526398191491816,11,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
20.0,2.5,1.0,1.0,43.0,19.97552008622187,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
27.0,4.5,1.0,0.0,16.0,20.178100872930703,19,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
29.0,4.5,2.0,1.0,18.0,6.054070281086299,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
34.0,5.0,0.0,1.0,33.0,1.5367312329657885,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37.0,4.6,0.0,1.0,30.0,7.79017700382207,18,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
24.0,4.6,2.0,1.0,38.0,19.619011975960976,21,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
27.0,4.8,2.0,1.0,25.0,12.072385194581768,18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
32.0,4.6,0.0,1.0,43.0,13.971759900424404,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
28.0,4.6,0.0,0.0,24.0,10.445325203576813,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
28.0,5.0,2.0,0.0,17.0,9.219905581617374,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
35.0,4.8,0.0,1.0,20.0,4.674184358398579,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
26.0,4.9,0.0,1.0,15.0,19.661098170299503,18,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
36.0,4.6,0.0,1.0,28.0,4.657127681974944,18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
37.0,4.6,2.0,0.0,27.0,16.635315203255878,22,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
25.0,4.6,2.0,1.0,26.0,7.683177078354157,18,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
35.0,4.6,0.0,1.0,36.0,16.61092648528088,18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
25.0,4.6,1.0,0.0,14.0,12.236561539555195,23,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
24.0,4.9,2.0,1.0,16.0,2.976570182999617,9,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25.0,4.7,0.0,0.0,22.0,4.528289130579362,18,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
23.0,5.0,2.0,0.0,14.0,3.0734537599374083,11,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
24.0,4.9,2.0,0.0,17.0,9.34840333533469,23,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0
35.0,4.7,2.0,0.0,15.0,7.646049300624619,17,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
21.0,4.6,0.0,1.0,20.0,9.08808409216373,18,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
21.0,5.0,0.0,1.0,28.0,12.161131350319083,22,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
37.0,4.8,2.0,0.0,18.0,2.996242008148186,10,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
38.0,4.1,0.0,1.0,50.0,10.445547500579528,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
33.0,4.9,1.0,0.0,18.0,12.294124530423831,23,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
27.0,4.1,1.0,1.0,44.0,17.29786575291325,21,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
26.0,4.5,1.0,0.0,17.0,13.97203602578282,19,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
25.0,4.8,2.0,1.0,21.0,12.2347500489311,23,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
35.0,4.5,2.0,0.0,27.0,10.721987300670904,23,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
29.0,4.9,0.0,0.0,21.0,20.177913041347885,23,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
29.0,4.9,1.0,1.0,29.0,9.18115180124748,17,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
25.0,4.5,2.0,0.0,11.0,9.088011034370902,21,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
31.0,4.9,2.0,1.0,21.0,3.116238558176616,11,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
26.0,4.1,0.0,0.0,22.0,9.314044064891256,23,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22.0,4.7,0.0,0.0,26.0,6.210946741811576,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
26.0,4.7,1.0,1.0,23.0,12.073402311815489,18,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
29.0,4.6,2.0,1.0,30.0,10.64105130998603,21,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
33.0,4.5,2.0,0.0,22.0,7.76260023979046,21,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
22.0,4.7,1.0,1.0,28.0,19.659494006264435,23,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
29.0,4.9,1.0,1.0,26.0,4.657127681974944,18,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
24.0,4.8,1.0,1.0,23.0,13.968990746014814,17,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
37.0,4.7,1.0,0.0,18.0,1.532276469519109,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27.0,4.8,2.0,0.0,17.0,19.39601524539439,17,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
32.0,4.8,1.0,1.0,26.0,6.290134677634678,13,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
32.0,4.0,2.0,1.0,43.0,12.58026782240096,19,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
25.0,4.6,1.0,0.0,38.0,19.359307695551315,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34.0,4.7,0.0,2.0,43.0,10.590448391072377,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
32.0,4.7,1.0,1.0,28.0,17.29786575291325,22,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
28.0,4.6,1.0,0.0,11.0,8.942954308598857,21,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
25.0,4.6,0.0,0.0,28.0,17.13751702264012,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28.0,4.9,1.0,1.0,17.0,7.76260023979046,19,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
24.0,4.6,0.0,1.0,49.0,12.23632280989138,20,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
33.0,5.0,0.0,1.0,21.0,1.5101672504862222,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35.0,4.7,1.0,1.0,18.0,2.9794951426842973,11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
32.0,4.7,1.0,1.0,28.0,7.441056176509003,18,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
23.0,2.6,1.0,1.0,43.0,16.1141774821139,23,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
26.0,4.0,1.0,1.0,33.0,4.5441940135013885,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36.0,4.6,0.0,1.0,25.0,6.050094908857793,15,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
20.0,4.3,0.0,1.0,24.0,1.558086516247252,8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24.0,4.7,1.0,1.0,23.0,10.590448391072377,21,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
32.0,4.9,2.0,1.0,27.0,9.088011034370902,21,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
35.0,4.5,0.0,0.0,22.0,1.5545063790422489,11,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25.0,4.9,1.0,1.0,19.0,7.563759001970448,23,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
39.0,5.0,1.0,1.0,27.0,14.022298282478662,22,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35.0,4.9,0.0,2.0,43.0,19.883360631546168,18,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
30.0,4.9,2.0,1.0,12.0,3.0201156277954664,9,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
32.0,4.0,0.0,1.0,51.0,69.09992427829748,19,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35.0,4.2,2.0,1.0,44.0,10.881431823102693,20,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
23.0,4.9,2.0,1.0,13.0,6.147160558529806,12,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
29.0,4.6,0.0,1.0,20.0,1.529162766029935,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
23.0,4.9,2.0,1.0,19.0,12.464329297636857,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.0,4.0,1.0,3.0,43.0,20.525478888589227,22,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
31.0,4.7,2.0,1.0,26.0,2.984637269285578,10,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
30.0,4.7,0.0,0.0,21.0,1.5300320235204852,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22.0,4.8,0.0,1.0,26.0,9.081270101190814,19,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
30.0,4.7,2.0,1.0,28.0,1.5126859754650717,10,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
24.0,4.5,0.0,3.0,49.0,12.46439009964234,21,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
24.0,4.5,2.0,0.0,11.0,1.552216563717579,9,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
27.0,4.8,0.0,1.0,28.0,13.428872375814056,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
